log_id,event_id,user_id,timestamp,isp,bitrate,buffer_events,rebuffer_ratio,startup_time_ms,error_type,cdn_node,bytes_transferred
74c6a270-924f-493f-a966-3d4a6a097b97,cc51428c-98e5-4427-99b1-6a3b685e5b95,usr_004747,2021-09-03 13:04:32,du,256kbps,0,0.1435,2290,,cdn-jed-07,25406781
c9b54616-7960-4d9a-9385-396a9e5357b7,19d1e8e5-0eef-42d0-ae79-3230b58077e4,usr_004786,2018-08-30 20:53:24,Batelco,256kbps,5,0.0323,870,,cdn-jed-10,39873798
509b9af2-64b7-412d-86ba-3b7fa1d80080,823fe9d3-05c8-4438-aa92-d1962f0110bb,usr_004232,2023-07-27 17:39:27,Unknown,256kbps,0,0.0,619,connection_reset,cdn-ams-15,35156447
7102cadc-4414-424c-96a4-ca86770b3a5f,1e64c526-0996-43b0-96ce-bb6d7595ef69,usr_004038,2020-01-13 18:08:30,Unknown,64kbps,0,0.0,2361,dns_failure,cdn-ruh-04,18139579
aa83c347-a165-4c8c-ad7c-106b6b285630,e8064670-6c92-4b7d-9c18-b5a40e192653,usr_001324,2022-02-02 21:01:34,Batelco,128kbps,0,0.0,2315,,cdn-dxb-15,27764761
a4b9cde1-93d6-4837-aa3e-45b7bf97c61d,2efd2a9d-bc93-4336-8371-b6a141422db1,usr_003623,2021-04-02 22:16:58,du,128kbps,0,0.0265,1246,timeout,cdn-dxb-04,18716849
b4babfc6-60ed-4ff6-a274-66a90b37984d,08cb1dff-5c99-431b-ad42-b0860ed6762b,usr_003776,2018-05-15 19:56:53,Zain,320kbps,1,0.1272,1403,connection_reset,cdn-ams-02,9502196
b2eca056-899f-48e5-a560-2afe21e27051,d068b0d8-bea0-40c9-b164-07531256815f,usr_004568,2022-03-29 21:22:48,du,128kbps,2,0.0,1882,dns_failure,cdn-dxb-04,3067750
96bb662f-b248-49a5-bd67-84dd163d9853,7a220221-21bf-46ba-9a54-1e75023935b4,usr_002860,2019-01-16 17:39:41,Ooredoo,128kbps,0,0.0,560,403_forbidden,cdn-ams-19,23030435
638f675f-8f76-4576-98f7-9232819c1ba2,01442819-adf6-40a9-a61e-42313a1aad46,usr_001314,2022-09-23 18:00:27,Unknown,128kbps,4,0.0,1895,,cdn-fra-12,42939567
e309273e-b200-45b2-8721-2fc599b00731,395bd79c-f34b-4c28-90fb-aba625a0c3eb,usr_002426,2019-04-30 18:13:26,Mobily,128kbps,0,0.0,731,,cdn-ams-12,33924507
0ed5e6e3-e760-4536-885d-ed5f80932a09,e65b7dd6-6296-4656-822c-67cc0818e12c,usr_004457,2019-07-10 19:03:03,Etisalat,64kbps,0,0.0,536,buffer_underrun,cdn-jed-01,18275563
68a8f23d-a406-438e-9aa4-4d227a5ec795,e6ead773-5ed7-4a6e-a847-d57a3542e0c1,usr_003860,2022-11-28 17:03:10,du,64kbps,3,0.0,2822,,cdn-fra-15,49938055
0b2dbe7d-58b8-49ab-9342-46dbff463b11,2118a9d0-415c-4577-9193-58df54bd6976,usr_002619,2020-03-20 18:50:50,Etisalat,320kbps,0,0.0,1326,,cdn-ruh-08,44293382
0ac5467a-370d-4be3-a5cc-8074e86346ea,4fed2621-3e67-4b3d-9cab-3dc3d8c89d02,usr_003006,2024-03-27 16:13:02,du,64kbps,5,0.0184,3294,,cdn-ams-02,42992658
837b0eaa-90a5-4bb2-9ae8-494b275e0f66,bbf29b51-c244-4ed7-9b62-c48057179d04,usr_000801,2020-09-03 20:37:13,Etisalat,128kbps,0,0.0073,966,,cdn-dxb-09,32446101
d6b035f8-1c43-47a1-bf55-63b160a2d01a,5c24bfd2-67de-461f-b51e-d53521a11ee5,usr_000324,2021-04-04 23:50:54,du,128kbps,0,0.0,1594,dns_failure,cdn-ams-15,28554308
beb4105b-372c-4c13-a987-93aef536bab6,f26caf4d-535b-48cd-bf64-08c34e220f80,usr_000064,2020-07-27 22:22:54,Batelco,128kbps,3,0.0,1375,,cdn-ruh-06,33824438
f013ff2b-8ea4-4727-8c37-e9915a88a180,be5b6769-6fab-44e9-8e81-08174ac8701b,usr_003388,2022-07-01 21:30:34,Zain,256kbps,0,0.0,1345,buffer_underrun,cdn-jed-14,23745169
00264589-86e1-48ae-bd95-ad663fb32849,e6dd69c3-cecf-4c78-9d81-cbbd06fed2ea,usr_001692,2019-12-05 07:04:10,du,256kbps,0,0.052,1382,dns_failure,cdn-ruh-11,28741474
3fac7c8d-b53f-4a2e-9167-c80fba207714,08bd6720-5de8-4461-8256-867622efa0cd,usr_002859,2022-07-24 21:52:54,Unknown,320kbps,0,0.0,1011,connection_reset,cdn-jed-16,14451247
7df8ebab-58d9-4866-a67b-da4b40069425,cffac531-caf2-4572-b40e-99d31e8d9209,usr_003367,2022-09-17 15:37:57,Zain,320kbps,0,0.0848,712,buffer_underrun,cdn-ruh-13,35843578
ef7d5165-0be2-480b-a473-601bc0224be7,13a93622-fcd8-477a-b373-0aea371a66ed,usr_002889,2022-01-26 18:25:47,Batelco,256kbps,0,0.0742,1658,,cdn-fra-07,36543127
bf6c7339-2e49-4ebb-a8ec-49721f9a5570,ff506af2-5a64-42cc-9b56-f0de76468578,usr_002548,2021-06-25 20:45:02,Zain,320kbps,2,0.0,350,403_forbidden,cdn-dxb-18,49246598
74123cef-c640-4a91-a6f8-06911b0bd82d,ff506af2-5a64-42cc-9b56-f0de76468578,usr_002548,2021-06-25 20:45:02,Mobily,256kbps,4,0.0,2697,,cdn-jed-03,3491413
c6ab98f6-4e1a-4eaf-8ffd-957bf1cb2a67,3d913881-1483-430a-b030-5dd021114f12,usr_004527,2022-04-05 18:46:59,Etisalat,64kbps,0,0.0,2771,dns_failure,cdn-dxb-15,34929954
2f137132-cf6b-4181-a6dc-cbc1679dd8e0,13256fb1-64af-46b2-9f88-cc471a953ea6,usr_002465,2023-05-13 22:37:19,Ooredoo,128kbps,0,0.0,1828,,cdn-jed-04,46465153
fc43e398-045b-4065-b2b4-a49d36d4c32f,ec86a89a-8f12-4abb-a32f-4f75e74b2bd2,usr_002713,2022-02-18 18:53:32,Zain,256kbps,0,0.0,2088,,cdn-dxb-08,26277301
888171e9-d7a6-4ed6-bdee-718458367a39,2765a41b-c73c-4564-847f-0594516cc5fe,usr_000460,2024-01-15 21:19:44,STC,64kbps,1,0.0292,363,,cdn-ruh-05,44074180
5ad30099-95a7-45ae-84d3-a4cacc131810,37ead20b-ca01-419d-a611-47132fea2fb7,usr_004309,2020-11-14 16:58:22,Batelco,128kbps,0,0.0,1859,timeout,cdn-jed-07,41976683
6ff8d726-6ba6-4332-be1a-f3c914b5d40c,d040fa1f-6f57-468b-a945-2f5289f9b54e,usr_002992,2022-05-14 02:04:15,du,320kbps,0,0.0,1588,,cdn-ruh-09,9674013
f5e93fb7-28a0-4e3d-a8a3-60efc99171d0,37b8492e-f72f-4d18-95f7-8458e0a70547,usr_003237,2021-10-15 08:03:23,du,320kbps,0,0.0,443,403_forbidden,cdn-dxb-12,23843987
42623786-bff3-488d-b68b-439c3d39a8b5,903fdf1e-39dd-4250-883c-a842391650f2,usr_002028,2023-01-08 18:43:37,Ooredoo,320kbps,0,0.0,2128,,cdn-ams-06,12859740
25bd5e8b-fdc1-433a-85fa-dead962c83e5,a46a5d35-86c0-4008-861d-ad10fd734dcf,usr_003390,2020-05-28 10:47:32,du,128kbps,0,0.0,1698,,cdn-dxb-09,34187221
729d5e77-c405-4996-b051-811c66b8a931,c885f95f-2eb5-423d-b946-8d5ef723eac7,usr_003945,2020-04-27 08:47:52,Ooredoo,64kbps,0,0.0,573,,cdn-fra-04,38638282
e2b997bf-2ef5-4db8-914b-7a6a40a37a72,81a6b3a6-b9c3-48e7-9172-b959fdd4e2c2,usr_000605,2020-02-08 10:13:30,Mobily,256kbps,2,0.0,808,,cdn-ams-07,4602748
84c8b91a-c55a-4afe-960b-cf08b9aaef5e,14ddcd37-72e3-4817-a30f-43bd318d3287,usr_004164,2022-04-28 20:51:13,Ooredoo,128kbps,0,0.0,1756,buffer_underrun,cdn-fra-03,44326002
bfbff592-9c7b-4fb2-b85b-668fdeccce66,1dfe0c54-9b40-4384-8087-02be5a74b3ec,usr_002886,2021-11-30 18:07:30,Zain,320kbps,0,0.0114,1980,timeout,cdn-ams-13,10813839
ebd5eca5-1148-4e0d-aa42-6c8c38733e78,53fdc891-bf22-48d9-9243-9f68c52730a8,usr_004557,2021-09-29 09:17:20,Batelco,320kbps,0,0.0,-12,timeout,cdn-fra-18,36755826
d1c8e42f-4c3a-41fd-8565-b03ea5b2091f,d39aa686-906d-4c9e-bd31-4b5aaf9106cd,usr_001013,2021-12-30 21:11:32,du,128kbps,0,0.0859,2102,,cdn-dxb-07,40366177
4d368905-31dc-42d3-a532-7df5cccc0086,c126f127-390c-4a2e-9861-1ed34533458e,usr_000494,2021-11-08 19:11:35,Etisalat,64kbps,0,0.0292,2829,,cdn-ruh-18,1224993
8185c91b-e3f5-4f31-a344-5f86bb312828,f821e13c-c13e-4af4-b38e-93b4e5699fc3,usr_000716,2021-12-03 17:28:07,Batelco,64kbps,0,0.0,1167,buffer_underrun,cdn-ruh-20,2399009
ba586bbf-9851-4f7d-9d66-8dd3a7f30807,82dea3d8-e2a2-4f60-9065-81ea41da7acb,usr_003020,2022-07-16 17:37:22,Etisalat,128kbps,0,0.0,734,,cdn-ams-14,24280140
91c542ab-2684-40d8-898b-6b477e5fa5b0,21c94f24-5f48-413c-970a-521cb0f7a26c,usr_002727,2021-05-20 21:57:42,Mobily,256kbps,0,0.0,2122,timeout,cdn-ruh-20,39205443
c9034b21-a130-487d-8ffe-a202b1e5cb5a,5eb2f6f5-4d93-4b02-83b6-7c2dff0d337b,usr_003518,2022-04-08 10:07:00,Unknown,256kbps,0,0.0,718,,cdn-jed-15,47399609
4fbd697b-289e-43f8-a58b-38548d101185,3b6397ba-0491-409b-ad9e-6391ade6103f,usr_001577,2024-11-09 21:56:50,Batelco,64kbps,0,0.0,931,,cdn-ams-07,11249867
a305f3d4-f471-4b95-a7e4-cf8a3864dda2,c48516df-25a6-476d-8e36-7bc865e695f0,usr_002920,2022-01-27 19:28:52,Etisalat,320kbps,0,0.0433,597,,cdn-ams-11,1353956
7900e98c-c447-4eb4-8d0a-cff4a907bb71,69fad80b-804c-4a99-893e-12fe319b6e4e,usr_002624,2022-10-11 00:42:14,Etisalat,320kbps,0,0.0,-834,,cdn-ams-04,46326116
e5c8e857-4ef7-4afc-980b-5ecf6d667518,821e4853-4ff3-43a0-8abd-107d51668920,usr_003758,2021-10-05 20:17:21,du,256kbps,0,0.0,28,,cdn-ams-02,48233450
c25313b7-556d-4a62-b25a-a1401631562b,72de6ef5-fad5-40bb-8951-192b27178056,usr_004986,2022-06-10 18:42:58,Ooredoo,128kbps,4,0.0,2068,,cdn-dxb-06,2095590
9c329474-bd95-48b7-957b-028c2ef17ab3,6bbf7b78-f40d-4115-9f4b-a43c13c4fbac,usr_003520,2024-04-23 01:46:48,Zain,128kbps,0,0.0,2404,dns_failure,cdn-ruh-09,33240229
8ff5fe8e-d2b0-4a4d-bebc-199b15243c3f,eb20f2ee-7204-4eb6-9452-660ae5a1474c,usr_001855,2022-07-01 09:55:34,Unknown,64kbps,3,0.1026,127,,cdn-dxb-07,17336245
9de549f5-0dd9-462e-bf50-c283bb7575cd,d581725b-65b5-48ec-842a-235566090292,usr_004840,2020-10-28 18:27:57,Batelco,128kbps,0,0.0285,2326,connection_reset,cdn-dxb-15,29319598
b559c441-548a-435d-a225-0150c0903aa8,d7de5a27-a50d-4ac8-aa7e-c17d52d7c99a,usr_001657,2023-04-21 22:56:14,Mobily,256kbps,0,0.0,2876,,cdn-ruh-04,16097192
58c9bf03-3e07-41c8-b30e-2e29dec852f8,e6081441-c583-4c98-a0d3-afc550bab591,usr_000008,2022-05-12 23:26:51,Etisalat,320kbps,0,0.0073,1902,timeout,cdn-dxb-11,47074625
dd3560cf-b85e-4e31-948f-c88eaa2d8990,5e698d18-460e-4c39-8cc0-dc15f54324ff,usr_001400,2022-05-01 11:39:24,Batelco,64kbps,0,0.0302,2087,,cdn-ruh-09,12686754
e6bd15f7-eaa0-4d01-8076-3ad3329d7aa9,dc219fca-6916-4ffd-bd2f-817892aab3b6,usr_004092,2021-03-04 09:58:30,Etisalat,256kbps,0,0.0,26,,cdn-jed-16,33344954
c407d60b-88e3-4170-baf7-2c5feef84dc2,660e9fa2-d444-4ed3-b90b-8287229aa08b,usr_003267,2022-04-14 08:52:02,STC,256kbps,0,0.0,2633,,cdn-jed-15,13274406
0e8b2d77-3aa1-40e5-8f92-005e3ff0a3a4,d4bd4cc7-861b-4c29-9815-36799cd81526,usr_003955,2022-01-20 08:26:09,Unknown,128kbps,4,0.0283,-1115,,cdn-ruh-18,42719005
c39bf253-15e3-4d0e-aafc-b10726252e45,0a7febc4-1357-4635-8c7e-053f43ebd169,usr_000428,2021-09-04 18:33:08,Mobily,128kbps,1,0.0,-1105,buffer_underrun,cdn-fra-17,42842702
eaf8195d-a17c-4a35-8681-d141bc557ac2,af341f2e-a17a-4e78-8f38-502549a4e8ab,usr_001503,2020-08-01 21:20:13,du,128kbps,0,0.0,-5,,cdn-fra-17,18001106
6b67a0b1-df24-483e-af16-1b33f3c67bd8,cf0344fe-058b-4647-bb97-e61ce7f18d76,usr_002509,2021-04-04 15:41:44,Zain,128kbps,0,0.0,1574,connection_reset,cdn-jed-03,26269812
ff0aac9a-7e4f-49cd-9412-1a8cead89aa2,f0e476c7-2ea2-4ad8-a7b9-ae65abf71eee,usr_002754,2022-08-30 22:27:49,du,64kbps,0,0.0,1189,,cdn-ruh-15,17045013
7f73be7f-b3da-4ab7-8d1e-005ee3cadb9e,76931b2b-321b-40b4-bdaf-0030d1610394,usr_002420,2024-01-30 04:30:34,STC,64kbps,2,0.0,1143,,cdn-ams-08,45007382
573cc751-8a6b-4506-b2c8-3f662fef3373,c3d95127-9ad5-437a-90a9-d9c403811833,usr_000941,2021-07-08 07:05:14,Batelco,64kbps,1,0.0389,2854,timeout,cdn-jed-08,48170499
ef676c9c-c171-460f-922b-2ae70256cb76,c242c88b-6dfb-4a6f-a4d4-f4ba738238cf,usr_003350,2021-07-15 18:17:55,Zain,128kbps,0,0.1391,380,,cdn-jed-12,32695599
55961b75-b363-4b33-827f-25e390667b92,46d46143-808e-41a5-8f59-ab69fe5ead42,usr_004386,2022-02-11 11:58:10,Batelco,256kbps,0,0.0,858,dns_failure,cdn-ams-07,49482394
4f10d129-1f53-422f-94c2-b3acc4fcf98b,05f7296b-fb83-44da-9ff1-f08476c1fcff,usr_003422,2020-05-12 06:43:54,Unknown,128kbps,0,0.0,1018,,cdn-ruh-17,33807428
445ad65d-09e6-4247-acd6-52ee7ba201b6,1962b546-20f7-483c-a9ef-05d908f41e67,usr_000542,2024-04-28 20:10:09,STC,256kbps,5,0.0,1265,,cdn-ruh-19,22915565
9c45c9cc-317a-41a9-882d-21877060aca8,ff7ba16e-f287-4862-a733-8dc25a339c58,usr_001129,2021-01-08 12:47:26,STC,64kbps,0,0.0,1941,,cdn-jed-15,39320091
2f787265-661e-4a43-820a-3b4b2e4e63f1,aefeb3e6-a33c-4f4d-8ec0-e5d30b6c7ce9,usr_000691,2021-03-22 08:01:30,Ooredoo,320kbps,5,0.0,695,403_forbidden,cdn-ams-03,33660030
ac7cf98d-24e6-4143-aada-3c2deb0d2dd8,14c9c026-1cc3-43f5-a652-f92346ceb4f8,usr_003870,2022-05-06 11:19:30,STC,256kbps,0,0.0,2019,,cdn-ruh-12,46999398
ccc62493-5753-49f5-81a8-1e33006660fb,81387a07-043a-4f44-a558-3ef7cc7b1eb1,usr_002218,2019-01-07 22:59:27,du,256kbps,0,0.0847,1387,403_forbidden,cdn-jed-17,3674065
19701fb5-4d96-467e-989b-27bca3833d05,789ae5a9-9561-499f-bdc9-911a74468d0f,usr_003376,2022-12-19 11:26:06,Etisalat,128kbps,0,0.0597,2518,,cdn-ams-15,18872941
bdb6a880-3c0c-4900-935b-1a0516c5a8bc,50f3e246-1959-4353-982a-852ab1c9c344,usr_001777,2021-10-28 15:09:28,STC,64kbps,5,0.0,1420,,cdn-ruh-08,29895211
ae09e643-f085-4e39-887a-c8291baf1990,088f03a9-2f2f-48c1-b191-7093a38739b3,usr_001166,2022-03-14 10:21:25,Mobily,320kbps,0,0.1398,3683,,cdn-dxb-10,43434088
5a7639b9-db49-4ce1-858f-b8e2ca13589d,abc4759e-04ad-4b1f-a968-c74cb0007bb5,usr_003649,2024-04-03 23:38:25,Ooredoo,64kbps,0,0.0,-1827,,cdn-ruh-05,48166870
1c8f65bc-c301-4e86-a905-5d828947f685,ce6567a4-63aa-4673-8a41-c60480de3abd,usr_001128,2022-01-15 11:12:32,Ooredoo,256kbps,4,0.0889,3037,,cdn-jed-03,39155014
055ef774-4706-4237-b8fb-440765e64489,93cb3d7b-272b-4c2d-b144-29095b15f5af,usr_001282,2018-11-16 12:46:18,Ooredoo,128kbps,0,0.1208,2539,,cdn-ams-18,140667
25ea4e94-797d-4726-a82e-b9e151784f92,bbbf83d5-0c95-45db-90bd-9a2a596574d5,usr_000827,2023-07-27 19:15:47,Batelco,128kbps,0,0.0,1298,,cdn-ams-10,15599956
69c538f6-92d7-4ee4-91ad-c817f192fa59,1b146e6f-0b8b-4d98-88aa-b2f6255cb399,usr_002042,2021-08-15 11:50:54,Mobily,128kbps,0,0.0284,1747,dns_failure,cdn-ruh-08,35833399
d5ab81fe-8ce1-45be-a956-04569836acc3,2e3279f1-9d22-4614-99fc-7669ee64afcc,usr_000944,2023-06-28 07:38:30,Batelco,256kbps,0,0.0,926,,cdn-ams-09,31302103
3c9f5c26-df96-4cee-b31f-461d0d3fd835,d1f10a13-5ba1-45bf-bf16-29849c812450,usr_004035,2020-11-20 21:39:44,du,128kbps,0,0.0,3737,,cdn-fra-09,22612745
643d3714-2600-4a5b-9c82-863dc2d963bd,042ffdaa-c5f8-4687-9de2-9ea554948c14,usr_004639,2022-08-07 22:13:06,du,256kbps,0,0.1026,1915,,cdn-jed-10,8056749
431ec5f2-4449-46b6-b33f-c0858764c3de,28226642-fb82-4103-9464-626014d66453,usr_003934,2021-08-01 09:12:32,STC,256kbps,0,0.0,836,,cdn-ams-16,28459733
47d35875-cb8b-42ac-8010-0b0f4d7e624d,f7faf6fa-3c0a-439f-a9fd-47c516f001ed,usr_002557,2022-12-03 07:39:16,Ooredoo,128kbps,0,0.1215,-1900,timeout,cdn-ams-11,18873255
fd5d8d6d-3c86-451e-82c0-e99a2afa9c48,7d561137-42ae-431c-99f1-f6c76d7c8631,usr_001868,2020-03-29 21:08:11,Mobily,128kbps,0,0.0,465,,cdn-ams-05,30679749
f2a995ed-168f-4da5-8602-0eba315cd101,13af2b24-db81-407f-942f-d6c50d02e966,usr_003802,2021-03-20 08:23:58,du,64kbps,0,0.0,1151,,cdn-dxb-17,27851254
ab6bccc4-3a2e-4b3d-870b-225563e64141,f3ce22aa-04fd-4d8c-baab-38b2dbff0c3c,usr_004063,2022-03-19 10:38:27,Zain,320kbps,0,0.0,1420,dns_failure,cdn-ams-13,24311294
ce2a32e6-fc2e-4e65-a2f7-ac0af0fa7b8b,3f51f308-9f78-48f5-b41e-1a2bbcffac25,usr_003080,2021-03-05 16:52:19,Unknown,320kbps,4,0.0,1238,,cdn-fra-04,17624855
f36c5ac1-7efa-4415-a5af-bd6d1369ea49,e959face-1f82-4db0-b82c-07aa86fe1fb8,usr_004529,2018-07-10 19:29:10,Ooredoo,64kbps,3,0.0052,2105,connection_reset,cdn-ams-19,35542003
fa721cac-b967-446d-9bb4-e7b74be8b6d6,badf6d2c-f4d3-445e-8233-5529f847c71e,usr_004211,2022-08-02 09:32:02,Ooredoo,320kbps,3,0.0,847,,cdn-ruh-06,25560081
99a1fe5e-61ae-46f6-8972-8cd6e88c0e6a,c83a52c2-591d-41a2-bb57-a8474ef3ebda,usr_000134,2021-01-21 19:06:34,STC,320kbps,0,0.1012,1744,,cdn-dxb-01,26475528
b1d1fcd3-fff7-4c4c-89ba-64431e206d8e,5444670d-89a3-4b21-ba97-12c6afd3722b,usr_001648,2021-11-27 08:34:21,Ooredoo,256kbps,0,0.0,718,,cdn-fra-04,44799821
02943fb3-3ab2-479c-a1e5-bb9f0d422c4f,ae886ae8-6317-48ab-b141-6d7689119466,usr_000644,2021-10-05 13:35:31,Mobily,256kbps,3,0.0507,2745,,cdn-dxb-18,42436321
9911a207-28b3-4d34-b85f-a00470553f7e,0000096a-4278-4f4a-addd-25a8601a4a08,usr_000984,2020-05-31 19:06:19,Etisalat,256kbps,2,0.0106,1160,dns_failure,cdn-ruh-15,21760339
14293b9c-65af-4af1-b99c-cbfa08182318,dc87b0d4-30be-4dad-969d-fb7616e54dd2,usr_000239,2021-03-19 15:06:40,Zain,64kbps,4,0.1255,2300,,cdn-dxb-18,48337600
68bb5f6b-fa4d-4efe-8094-717c4c8c5c69,0127433a-9437-4825-8c15-2819cc00af15,usr_003132,2021-08-23 10:45:17,Etisalat,256kbps,0,0.1007,200,buffer_underrun,cdn-jed-02,37994898
df893a26-2ee2-49d2-86a2-d2f34444179e,8c923c8d-e2b8-460d-b6ff-4e26251807a4,usr_004351,2021-02-20 19:03:01,Etisalat,64kbps,2,0.0181,1077,,cdn-ams-17,36992623
b3572f78-29de-4fb8-8124-e6267d99d07c,5489f14a-83ef-4ba1-910d-a5c455845677,usr_000310,2022-05-17 20:41:19,Etisalat,320kbps,1,0.0,-1350,,cdn-ruh-15,25560702
2e77d87b-b58f-41c6-9940-b728e2e19c33,ecc0ff9b-e79b-49a7-9430-2dc294224b54,usr_003894,2021-05-12 22:56:46,STC,320kbps,1,0.0332,1523,timeout,cdn-fra-14,6233350
083f0aa8-0591-418b-900e-15da221cb13d,ecc0ff9b-e79b-49a7-9430-2dc294224b54,usr_003894,2021-05-12 22:56:46,Unknown,320kbps,0,0.1475,1138,dns_failure,cdn-ruh-05,49572202
9bb973b0-76a5-4c40-9b11-029b55eaa134,fdff8df6-157d-4717-91a2-72a08bf9d0c8,usr_001531,2020-10-12 11:18:57,STC,64kbps,2,0.0,160,timeout,cdn-jed-18,41973769
a9d0cbd4-1a17-48e6-bae1-5cdac470cf4c,585992d7-4c38-4762-b3ca-748729de66f5,usr_001999,2021-09-09 08:50:11,du,320kbps,0,0.0,1589,,cdn-ams-17,13037613
b5766aaf-07ad-4d29-9866-46ea4a77e46e,2b371ef8-5c8d-4e6f-9985-9f1148a6a0fc,usr_002091,2021-08-26 19:18:35,Zain,320kbps,5,0.1415,1387,buffer_underrun,cdn-fra-15,28660692
2fff3a8f-956b-4bc7-aef1-c38f1ba90f72,33247d46-b688-40f7-8469-06f7222c7326,usr_002713,2020-08-29 17:08:11,STC,128kbps,0,0.0,581,,cdn-ams-06,27647218
c02c6a19-fbda-404e-866c-d8a191fb1883,9e91b57e-4a69-4811-90e3-3d51b87d8cb3,usr_003956,2021-10-05 19:01:26,Unknown,256kbps,0,0.0,2885,403_forbidden,cdn-ams-12,35164403
599620e0-4a61-4395-8bfc-fec0342f92b8,2b1475bf-7105-4702-a6c2-be83abf54008,usr_003438,2021-07-13 19:14:50,Ooredoo,64kbps,0,0.0,1460,,cdn-ams-15,23319613
35dd8b79-033e-4320-939f-e3ceb3eeda07,4825d872-68f9-4f54-9916-e8d56e160675,usr_004842,2022-01-21 18:26:37,Etisalat,64kbps,4,0.1109,1640,buffer_underrun,cdn-ams-15,42859854
962dc314-c473-4380-a52c-e1444fb29af8,a744bcd6-ae3a-446d-a556-4cf029aa3b3a,usr_000944,2022-08-12 01:51:49,STC,320kbps,0,0.0637,3187,403_forbidden,cdn-ruh-09,21458344
a8a2eea4-3b68-43b0-a858-3ba848161e37,898117ac-02b5-44de-aa9c-31d2d8eddf4a,usr_000844,2021-11-02 17:09:41,Ooredoo,256kbps,0,0.0,1394,connection_reset,cdn-ams-19,40874156
822e4442-f0e0-49c5-a697-63c5280b2624,28249659-27f7-49c2-b3c2-b3d40a895556,usr_002624,2024-01-25 19:48:38,Ooredoo,64kbps,0,0.1157,1247,,cdn-ams-02,19828210
0521287a-4ae4-4165-8ad0-1e1ad07535ad,d101a9f8-bbe1-460f-b094-0d3b387a7d6c,usr_000915,2020-11-24 15:03:48,STC,64kbps,0,0.0,390,,cdn-dxb-10,42281843
281bdae7-a795-41f7-af01-5897dda668a7,f64b3d9c-ab62-4010-939b-de720c87ab84,usr_004728,2022-01-05 14:46:03,du,128kbps,0,0.0,102,,cdn-ruh-18,27611520
82f5270f-4f2f-4a48-806d-ac23358bb64b,aed927ca-6c0f-409d-b8e0-e85024a7b1b4,usr_000753,2024-09-18 17:37:25,du,256kbps,0,0.0,213,buffer_underrun,cdn-jed-04,19458127
807f73aa-9f2b-4453-a2e0-f95405f0f230,3f9efd14-20de-4cf8-ac60-ab7fe19faeb7,usr_001477,2022-02-20 21:07:37,Zain,64kbps,0,0.1302,895,,cdn-dxb-14,43155392
062c1d78-cffd-48eb-b96a-bfd7710779b7,3f9efd14-20de-4cf8-ac60-ab7fe19faeb7,usr_001477,2022-02-20 21:07:37,STC,320kbps,2,0.0,1383,,cdn-ams-07,10447640
2fbfa106-d172-4ab2-b753-db642bc911dd,7251f983-044f-4a91-8a01-22bb40534d10,usr_001123,2023-01-18 18:27:16,Zain,64kbps,0,0.0,1746,,cdn-fra-15,13119498
5fb02d60-541d-429c-91a3-7fedeec5986a,59bd34ce-b7ee-407c-b575-65cc8b6eb591,usr_001918,2024-01-03 20:07:12,Etisalat,320kbps,0,0.0,969,,cdn-jed-10,13552623
ef7259c6-e59c-4b4c-af26-7c27715aaf11,36ee6d9c-5f58-44b6-b53f-b8a01c05b086,usr_002140,2021-06-25 21:38:17,du,128kbps,0,0.0,1071,,cdn-fra-18,11391535
2e0d2c7c-2476-464e-a23e-3a3a82b26437,57a16635-fbb7-41ec-affa-91e21a765c5a,usr_004720,2024-03-11 21:19:59,Etisalat,320kbps,0,0.0,1570,dns_failure,cdn-ams-14,32864147
cb89d0e6-0ba4-4405-a275-a3bc92460c24,0526b3af-4fcf-423b-9310-9ca9df410571,usr_000495,2022-11-18 06:02:32,Mobily,64kbps,1,0.0094,2403,timeout,cdn-ruh-02,44981376
c73fd6b1-d8d6-4bad-9c2a-239a9987241e,81c2bcab-fa2a-4e9d-b534-a7b76f5a3937,usr_001891,2021-05-28 20:59:45,Mobily,64kbps,1,0.0,749,,cdn-fra-14,33842444
d02f69e9-3a1c-4882-b67b-d6440e7941e4,70bdead8-37ec-43ec-be05-0daaef262466,usr_001853,2023-02-26 19:39:30,STC,128kbps,0,0.0,1458,,cdn-ruh-20,31338699
1753d26c-baeb-4dc6-b4a1-97f5ff551355,9db74863-9be9-41c6-b905-cb4255003834,usr_000769,2021-01-09 23:59:08,Unknown,320kbps,0,0.0,2455,buffer_underrun,cdn-ruh-10,34887386
f74dbbd1-3280-42d3-be6f-40abcf46a734,b0433675-2c29-4d02-97a6-c8367f028016,usr_002713,2020-10-23 11:19:18,Etisalat,128kbps,0,0.0,2681,,cdn-ams-18,16253718
d9d1b768-da8a-4471-a7df-1fbe6deb15f7,1054da00-5b7c-4b47-87c3-403237c96a3e,usr_002686,2023-08-02 15:44:47,Batelco,256kbps,5,0.0,1117,403_forbidden,cdn-fra-10,8439666
f327c42f-bdb2-46be-959a-34050f43d2d0,aea596c8-ac08-4751-b8dc-17cfbb5fec09,usr_003559,2022-05-12 21:29:28,Mobily,64kbps,0,0.0977,2017,,cdn-ams-02,2875524
5d082e20-ab24-460c-868f-57730328a790,728b5e98-dceb-4c19-979c-be1203555810,usr_004574,2021-07-14 15:09:54,STC,64kbps,0,0.0,520,buffer_underrun,cdn-ams-09,23929460
